Query_ID,Student_Query,Department,Days_To_Deadline,Priority_Label
1751,"Hello, General query about elective subject options",Administration,37,Low
2223,"Hi, Emergency hostel issue water leakage in my room right now",Hostel Office,25,High
2423,How can I update my contact details in the portal,IT Support,56,Low
5801,"Hi, Emergency hostel issue water leakage in my room right now",Hostel Office,17,High
50,"Hello, How do I apply for an internship through placement cell",Placement Cell,26,Low
4912,"Sir/Madam, What are the library working hours",Library,18,Low
4448,"Sir/Madam, I want to know the scholarship application status",Finance Office,3,Medium
5886,"Hello, What documents are needed for hostel allotment",Hostel Office,10,Low
2369,"Respected sir, I need my admission confirmed urgently before the cutoff today",Admission Cell,58,High
2984,"Sir/Madam, Admit card has wrong details and exam is in two days",Examination Cell,13,High
30,"Hello, How can I update my contact details in the portal",IT Support,15,Low
2427,"Respected sir, How do I apply for an internship through placement cell",Placement Cell,47,Low
5738,How to join student clubs at the university,Administration,49,Low
5772,What documents are needed for hostel allotment,Hostel Office,40,Low
2591,"Hello, Emergency hostel issue water leakage in my room right now",Hostel Office,59,High
2181,What is the procedure for a transcript request,Administration,1,Low
711,Wifi has been down for three days and I have an online exam,Examination Cell,2,High
1967,"Sir/Madam, Wifi has been down for three days and I have an online exam",Examination Cell,50,High
5218,"Respected sir, How do I apply for an internship through placement cell",Placement Cell,42,Low
2938,"Respected sir, General query about elective subject options",Administration,12,Low
703,"Hi, General query about elective subject options",Administration,9,Low
2157,I want to know the scholarship application status,Finance Office,26,Medium
1393,"Sir/Madam, General query about elective subject options",Administration,58,Low
3171,Hostel room change request for next semester,Hostel Office,23,Medium
1943,"Hi, My fee receipt was not generated after payment",Finance Office,58,Medium
1181,"Hi, I need my admission confirmed urgently before the cutoff today",Admission Cell,53,High
5969,"Respected sir, Admit card has wrong details and exam is in two days",Examination Cell,27,High
5853,"Hello, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,12,High
4157,"Sir/Madam, What are the library working hours",Library,34,Low
3480,"Respected sir, I need my admission confirmed urgently before the cutoff today",Admission Cell,40,High
5148,"Respected sir, What is the procedure for a transcript request",Administration,17,Low
5076,"Respected sir, I need a bonafide certificate from the admission office",Admission Cell,11,Medium
3891,"Respected sir, My exam form submission is failing and the deadline is today",Examination Cell,39,High
1494,"Sir/Madam, My exam form submission is failing and the deadline is today",Examination Cell,23,High
1927,"Respected sir, General query about elective subject options",Administration,3,Low
2412,"Sir/Madam, What is the procedure for a transcript request",Administration,35,Low
2627,"Hi, My fee receipt was not generated after payment",Finance Office,4,Medium
3404,Hostel room change request for next semester,Hostel Office,44,Medium
2457,Admit card has wrong details and exam is in two days,Examination Cell,30,High
1802,"Sir/Madam, Library fine needs to be cleared please advise",Library,44,Medium
3485,"Sir/Madam, I am locked out of the portal and need to pay fee before deadline",Finance Office,32,High
5412,What are the library working hours,Library,20,Low
124,"Respected sir, Wifi has been down for three days and I have an online exam",Examination Cell,13,High
263,"Sir/Madam, My scholarship amount has not been credited and fee deadline is near",Finance Office,60,High
2619,"Hello, What is the procedure for a transcript request",Administration,9,Low
3078,"Hello, Hostel room change request for next semester",Hostel Office,54,Medium
5702,"Hello, When will the exam timetable be released",Examination Cell,9,Medium
3112,"Hi, How to join student clubs at the university",Administration,34,Low
3638,"Hello, How do I reset my university portal password",IT Support,45,Medium
3064,"Hi, My fee receipt was not generated after payment",Finance Office,30,Medium
941,"Respected sir, What documents are needed for hostel allotment",Hostel Office,3,Low
2986,When will the exam timetable be released,Examination Cell,16,Medium
2253,"Sir/Madam, General query about elective subject options",Administration,52,Low
1353,"Hi, How to join student clubs at the university",Administration,25,Low
5741,"Respected sir, I want to know the scholarship application status",Finance Office,59,Medium
3011,I need my admission confirmed urgently before the cutoff today,Admission Cell,30,High
3817,"Hi, What are the library working hours",Library,31,Low
539,Urgent I cannot download my hall ticket exam is tomorrow,Examination Cell,42,High
3413,"Hi, How to join student clubs at the university",Administration,24,Low
5809,"Hello, What documents are needed for hostel allotment",Hostel Office,13,Low
2618,Library fine needs to be cleared please advise,Library,16,Medium
4031,"Respected sir, General query about elective subject options",Administration,23,Low
119,"Respected sir, How can I update my contact details in the portal",IT Support,22,Low
3178,"Respected sir, I want to know the scholarship application status",Finance Office,7,Medium
4675,"Hello, Library fine needs to be cleared please advise",Library,5,Medium
5993,Admit card has wrong details and exam is in two days,Examination Cell,57,High
4183,"Sir/Madam, I want to know the scholarship application status",Finance Office,7,Medium
1086,"Sir/Madam, Placement registration form is not opening properly",Placement Cell,25,Medium
2542,I need my admission confirmed urgently before the cutoff today,Admission Cell,22,High
3551,"Sir/Madam, My fee receipt was not generated after payment",Finance Office,19,Medium
4602,"Sir/Madam, How do I reset my university portal password",IT Support,5,Medium
2422,Library fine needs to be cleared please advise,Library,13,Medium
5080,"Respected sir, I am locked out of the portal and need to pay fee before deadline",Finance Office,60,High
4871,"Hi, I want to know the scholarship application status",Finance Office,3,Medium
1089,"Respected sir, How do I apply for an internship through placement cell",Placement Cell,41,Low
5909,"Respected sir, What are the library working hours",Library,47,Low
2440,My fee receipt was not generated after payment,Finance Office,2,Medium
1845,"Hi, Library fine needs to be cleared please advise",Library,36,Medium
2267,"Respected sir, I need a bonafide certificate from the admission office",Admission Cell,38,Medium
952,"Hello, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,8,High
795,"Hi, I want to know the scholarship application status",Finance Office,41,Medium
832,"Respected sir, Admit card has wrong details and exam is in two days",Examination Cell,18,High
2989,"Respected sir, Library fine needs to be cleared please advise",Library,13,Medium
2235,"Sir/Madam, My fee receipt was not generated after payment",Finance Office,20,Medium
4134,"Hello, I want to know the scholarship application status",Finance Office,44,Medium
3620,"Hello, Emergency hostel issue water leakage in my room right now",Hostel Office,30,High
1729,"Hello, Admit card has wrong details and exam is in two days",Examination Cell,30,High
2955,"Respected sir, How can I update my contact details in the portal",IT Support,37,Low
965,"Hello, My exam form submission is failing and the deadline is today",Examination Cell,39,High
4148,"Hello, Admit card has wrong details and exam is in two days",Examination Cell,59,High
1288,"Respected sir, Library fine needs to be cleared please advise",Library,47,Medium
3000,"Hi, I am locked out of the portal and need to pay fee before deadline",Finance Office,10,High
2365,My scholarship amount has not been credited and fee deadline is near,Finance Office,37,High
275,"Sir/Madam, Library fine needs to be cleared please advise",Library,3,Medium
3535,"Hi, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,26,High
189,I need a bonafide certificate from the admission office,Admission Cell,28,Medium
3233,"Respected sir, I need a bonafide certificate from the admission office",Admission Cell,51,Medium
1758,"Hi, How do I reset my university portal password",IT Support,28,Medium
2725,"Hello, My fee receipt was not generated after payment",Finance Office,55,Medium
3469,Emergency hostel issue water leakage in my room right now,Hostel Office,21,High
4794,"Sir/Madam, Hostel room change request for next semester",Hostel Office,4,Medium
5955,"Sir/Madam, I need my admission confirmed urgently before the cutoff today",Admission Cell,44,High
4202,"Hi, My scholarship amount has not been credited and fee deadline is near",Finance Office,11,High
3119,Library fine needs to be cleared please advise,Library,23,Medium
977,How do I apply for an internship through placement cell,Placement Cell,34,Low
1227,"Respected sir, General query about elective subject options",Administration,15,Low
1012,"Hello, Hostel room change request for next semester",Hostel Office,20,Medium
3821,Wifi has been down for three days and I have an online exam,Examination Cell,47,High
3289,I want to know the scholarship application status,Finance Office,19,Medium
1284,What are the library working hours,Library,58,Low
3826,"Hello, What documents are needed for hostel allotment",Hostel Office,17,Low
1608,"Hello, Placement registration form is not opening properly",Placement Cell,29,Medium
2521,Urgent I cannot download my hall ticket exam is tomorrow,Examination Cell,5,High
1442,My exam form submission is failing and the deadline is today,Examination Cell,43,High
3978,"Sir/Madam, I want to know the scholarship application status",Finance Office,8,Medium
362,"Sir/Madam, Wifi has been down for three days and I have an online exam",Examination Cell,57,High
4883,"Hello, Where can I find old question papers",Administration,21,Low
161,"Sir/Madam, Wifi has been down for three days and I have an online exam",Examination Cell,1,High
3837,"Respected sir, Library fine needs to be cleared please advise",Library,44,Medium
2947,"Hi, What documents are needed for hostel allotment",Hostel Office,6,Low
5766,My scholarship amount has not been credited and fee deadline is near,Finance Office,44,High
4501,"Respected sir, General query about elective subject options",Administration,36,Low
4897,"Hi, Wifi has been down for three days and I have an online exam",Examination Cell,52,High
3804,"Hello, Emergency hostel issue water leakage in my room right now",Hostel Office,43,High
1926,"Sir/Madam, What are the library working hours",Library,58,Low
4019,"Hello, How do I apply for an internship through placement cell",Placement Cell,54,Low
4350,"Respected sir, When will the exam timetable be released",Examination Cell,25,Medium
5256,"Hello, I need my admission confirmed urgently before the cutoff today",Admission Cell,42,High
5331,"Respected sir, How can I update my contact details in the portal",IT Support,17,Low
3750,"Respected sir, Wifi has been down for three days and I have an online exam",Examination Cell,42,High
1655,"Respected sir, My exam form submission is failing and the deadline is today",Examination Cell,54,High
3600,My fee receipt was not generated after payment,Finance Office,24,Medium
5918,"Respected sir, Emergency hostel issue water leakage in my room right now",Hostel Office,16,High
2416,How to join student clubs at the university,Administration,30,Low
764,"Sir/Madam, Admit card has wrong details and exam is in two days",Examination Cell,18,High
334,"Hi, I need a bonafide certificate from the admission office",Admission Cell,55,Medium
2936,Admit card has wrong details and exam is in two days,Examination Cell,58,High
114,"Hi, I need my admission confirmed urgently before the cutoff today",Admission Cell,13,High
128,"Hello, What are the library working hours",Library,33,Low
4659,"Sir/Madam, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,39,High
4585,"Respected sir, I want to know the scholarship application status",Finance Office,55,Medium
5785,When will the exam timetable be released,Examination Cell,20,Medium
5959,"Sir/Madam, Hostel room change request for next semester",Hostel Office,43,Medium
1505,"Respected sir, My fee receipt was not generated after payment",Finance Office,53,Medium
5517,"Respected sir, What documents are needed for hostel allotment",Hostel Office,58,Low
1813,How to join student clubs at the university,Administration,54,Low
5210,"Sir/Madam, What documents are needed for hostel allotment",Hostel Office,9,Low
4850,"Hi, Placement registration form is not opening properly",Placement Cell,45,Medium
2873,What are the library working hours,Library,38,Low
2233,"Sir/Madam, My scholarship amount has not been credited and fee deadline is near",Finance Office,34,High
5576,"Respected sir, What is the procedure for a transcript request",Administration,5,Low
4593,My scholarship amount has not been credited and fee deadline is near,Finance Office,58,High
3329,"Sir/Madam, Hostel room change request for next semester",Hostel Office,46,Medium
671,"Respected sir, General query about elective subject options",Administration,39,Low
5374,"Hi, Where can I find old question papers",Administration,49,Low
2515,"Sir/Madam, Placement registration form is not opening properly",Placement Cell,24,Medium
5572,"Hi, How can I update my contact details in the portal",IT Support,25,Low
5101,"Sir/Madam, Placement registration form is not opening properly",Placement Cell,49,Medium
1808,"Hello, What documents are needed for hostel allotment",Hostel Office,18,Low
4953,"Hi, How to join student clubs at the university",Administration,45,Low
1371,"Respected sir, Placement registration form is not opening properly",Placement Cell,1,Medium
5316,"Hi, I need my admission confirmed urgently before the cutoff today",Admission Cell,28,High
2992,How do I reset my university portal password,IT Support,21,Medium
4682,"Hi, When will the exam timetable be released",Examination Cell,3,Medium
1160,"Sir/Madam, How do I apply for an internship through placement cell",Placement Cell,23,Low
2367,"Hi, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,40,High
3644,"Respected sir, What is the procedure for a transcript request",Administration,37,Low
1642,"Hi, Where can I find old question papers",Administration,56,Low
4920,Hostel room change request for next semester,Hostel Office,30,Medium
5230,"Hello, Admit card has wrong details and exam is in two days",Examination Cell,56,High
5893,"Sir/Madam, I am locked out of the portal and need to pay fee before deadline",Finance Office,44,High
5098,"Respected sir, Placement registration form is not opening properly",Placement Cell,10,Medium
4454,How can I update my contact details in the portal,IT Support,46,Low
864,My fee receipt was not generated after payment,Finance Office,7,Medium
2165,"Respected sir, Placement registration form is not opening properly",Placement Cell,15,Medium
4230,"Sir/Madam, Placement registration form is not opening properly",Placement Cell,46,Medium
3634,"Hi, I am locked out of the portal and need to pay fee before deadline",Finance Office,30,High
215,"Hello, Where can I find old question papers",Administration,3,Low
480,"Hello, How do I reset my university portal password",IT Support,51,Medium
2138,"Hello, My fee receipt was not generated after payment",Finance Office,35,Medium
3522,"Hello, How to join student clubs at the university",Administration,18,Low
2486,"Hello, I want to know the scholarship application status",Finance Office,55,Medium
3403,How do I apply for an internship through placement cell,Placement Cell,46,Low
1119,"Hi, How do I reset my university portal password",IT Support,15,Medium
3392,"Sir/Madam, I need my admission confirmed urgently before the cutoff today",Admission Cell,2,High
3501,"Respected sir, My scholarship amount has not been credited and fee deadline is near",Finance Office,14,High
4818,"Respected sir, What documents are needed for hostel allotment",Hostel Office,13,Low
5685,"Respected sir, Where can I find old question papers",Administration,23,Low
642,"Respected sir, How do I apply for an internship through placement cell",Placement Cell,35,Low
352,"Respected sir, My exam form submission is failing and the deadline is today",Examination Cell,20,High
1500,Where can I find old question papers,Administration,34,Low
233,"Hi, How do I reset my university portal password",IT Support,19,Medium
2729,How do I apply for an internship through placement cell,Placement Cell,60,Low
603,"Respected sir, I am locked out of the portal and need to pay fee before deadline",Finance Office,45,High
100,"Hello, I want to know the scholarship application status",Finance Office,11,Medium
3016,"Hi, I need a bonafide certificate from the admission office",Admission Cell,8,Medium
5905,"Hello, What are the library working hours",Library,6,Low
1543,"Respected sir, How can I update my contact details in the portal",IT Support,59,Low
5424,When will the exam timetable be released,Examination Cell,56,Medium
644,What is the procedure for a transcript request,Administration,44,Low
2403,"Hi, My fee receipt was not generated after payment",Finance Office,47,Medium
5743,"Hello, What documents are needed for hostel allotment",Hostel Office,57,Low
3495,"Respected sir, How do I reset my university portal password",IT Support,50,Medium
1153,"Respected sir, I want to know the scholarship application status",Finance Office,25,Medium
1633,"Sir/Madam, Where can I find old question papers",Administration,27,Low
3581,"Sir/Madam, Placement registration form is not opening properly",Placement Cell,46,Medium
357,"Hello, My scholarship amount has not been credited and fee deadline is near",Finance Office,40,High
1436,How do I reset my university portal password,IT Support,50,Medium
1696,"Sir/Madam, My fee receipt was not generated after payment",Finance Office,57,Medium
5684,"Hello, Emergency hostel issue water leakage in my room right now",Hostel Office,57,High
4403,"Respected sir, Where can I find old question papers",Administration,22,Low
2126,My exam form submission is failing and the deadline is today,Examination Cell,21,High
4927,"Sir/Madam, Hostel room change request for next semester",Hostel Office,51,Medium
3461,Where can I find old question papers,Administration,39,Low
3498,"Hello, How do I reset my university portal password",IT Support,32,Medium
96,"Hi, General query about elective subject options",Administration,44,Low
5977,"Hello, How can I update my contact details in the portal",IT Support,22,Low
3740,"Respected sir, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,19,High
170,"Sir/Madam, I am locked out of the portal and need to pay fee before deadline",Finance Office,21,High
2874,"Hi, How do I apply for an internship through placement cell",Placement Cell,46,Low
3065,"Hi, When will the exam timetable be released",Examination Cell,36,Medium
5631,"Hello, I am locked out of the portal and need to pay fee before deadline",Finance Office,31,High
524,"Respected sir, Where can I find old question papers",Administration,57,Low
2957,"Hi, How do I reset my university portal password",IT Support,55,Medium
5616,How to join student clubs at the university,Administration,8,Low
2151,"Sir/Madam, I need my admission confirmed urgently before the cutoff today",Admission Cell,48,High
686,How do I apply for an internship through placement cell,Placement Cell,18,Low
3706,"Hi, How do I reset my university portal password",IT Support,39,Medium
2109,"Respected sir, What is the procedure for a transcript request",Administration,12,Low
1609,"Hi, What documents are needed for hostel allotment",Hostel Office,50,Low
5381,"Hi, What are the library working hours",Library,54,Low
3387,"Hello, I am locked out of the portal and need to pay fee before deadline",Finance Office,37,High
5775,I need a bonafide certificate from the admission office,Admission Cell,33,Medium
3687,When will the exam timetable be released,Examination Cell,51,Medium
333,"Hello, How do I reset my university portal password",IT Support,14,Medium
4329,"Sir/Madam, Where can I find old question papers",Administration,5,Low
1807,"Sir/Madam, General query about elective subject options",Administration,40,Low
4110,"Hello, Where can I find old question papers",Administration,48,Low
3956,"Respected sir, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,46,High
1868,"Respected sir, My exam form submission is failing and the deadline is today",Examination Cell,12,High
3686,"Sir/Madam, When will the exam timetable be released",Examination Cell,46,Medium
3563,"Respected sir, What is the procedure for a transcript request",Administration,11,Low
1471,"Hello, My exam form submission is failing and the deadline is today",Examination Cell,50,High
4069,"Sir/Madam, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,37,High
2776,"Hello, I am locked out of the portal and need to pay fee before deadline",Finance Office,25,High
3294,"Hello, What is the procedure for a transcript request",Administration,1,Low
3153,Placement registration form is not opening properly,Placement Cell,36,Medium
5117,Where can I find old question papers,Administration,60,Low
1759,"Hello, How can I update my contact details in the portal",IT Support,46,Low
3504,"Sir/Madam, My exam form submission is failing and the deadline is today",Examination Cell,6,High
4162,"Hi, My fee receipt was not generated after payment",Finance Office,49,Medium
992,"Hi, How to join student clubs at the university",Administration,39,Low
3268,"Hello, What are the library working hours",Library,39,Low
2132,"Respected sir, Emergency hostel issue water leakage in my room right now",Hostel Office,8,High
4009,Where can I find old question papers,Administration,41,Low
3001,What is the procedure for a transcript request,Administration,57,Low
1772,"Hi, What is the procedure for a transcript request",Administration,46,Low
395,"Hello, Hostel room change request for next semester",Hostel Office,8,Medium
3228,"Respected sir, What is the procedure for a transcript request",Administration,12,Low
2230,"Respected sir, When will the exam timetable be released",Examination Cell,12,Medium
5169,"Sir/Madam, Where can I find old question papers",Administration,1,Low
493,"Sir/Madam, I need a bonafide certificate from the admission office",Admission Cell,22,Medium
3455,When will the exam timetable be released,Examination Cell,23,Medium
5065,"Hi, General query about elective subject options",Administration,30,Low
4428,"Sir/Madam, What is the procedure for a transcript request",Administration,49,Low
1122,"Sir/Madam, How to join student clubs at the university",Administration,57,Low
601,"Hello, My fee receipt was not generated after payment",Finance Office,60,Medium
4991,What are the library working hours,Library,7,Low
1874,My fee receipt was not generated after payment,Finance Office,1,Medium
4813,"Sir/Madam, Where can I find old question papers",Administration,34,Low
4243,"Hi, My scholarship amount has not been credited and fee deadline is near",Finance Office,59,High
5319,"Respected sir, My scholarship amount has not been credited and fee deadline is near",Finance Office,2,High
5637,"Hi, How can I update my contact details in the portal",IT Support,44,Low
530,"Hi, Where can I find old question papers",Administration,28,Low
4355,"Hi, How can I update my contact details in the portal",IT Support,12,Low
2900,"Respected sir, My fee receipt was not generated after payment",Finance Office,17,Medium
2142,How to join student clubs at the university,Administration,45,Low
1176,"Hello, What is the procedure for a transcript request",Administration,46,Low
3364,"Respected sir, When will the exam timetable be released",Examination Cell,33,Medium
4504,"Hi, What documents are needed for hostel allotment",Hostel Office,14,Low
358,"Sir/Madam, General query about elective subject options",Administration,39,Low
5770,How do I apply for an internship through placement cell,Placement Cell,51,Low
4210,"Respected sir, I need a bonafide certificate from the admission office",Admission Cell,37,Medium
4004,"Sir/Madam, How can I update my contact details in the portal",IT Support,46,Low
3574,"Hi, Library fine needs to be cleared please advise",Library,1,Medium
398,Admit card has wrong details and exam is in two days,Examination Cell,26,High
3394,"Respected sir, I need a bonafide certificate from the admission office",Admission Cell,14,Medium
3897,"Sir/Madam, My fee receipt was not generated after payment",Finance Office,2,Medium
1041,What are the library working hours,Library,37,Low
4508,"Respected sir, What is the procedure for a transcript request",Administration,22,Low
4822,"Hello, Admit card has wrong details and exam is in two days",Examination Cell,31,High
4246,"Hi, How do I apply for an internship through placement cell",Placement Cell,4,Low
3308,"Hello, What is the procedure for a transcript request",Administration,49,Low
5308,"Hello, General query about elective subject options",Administration,19,Low
1027,"Respected sir, How do I apply for an internship through placement cell",Placement Cell,4,Low
1520,"Hi, My fee receipt was not generated after payment",Finance Office,34,Medium
761,"Hello, I need my admission confirmed urgently before the cutoff today",Admission Cell,12,High
2429,"Respected sir, What documents are needed for hostel allotment",Hostel Office,57,Low
3213,"Respected sir, My exam form submission is failing and the deadline is today",Examination Cell,44,High
4097,"Sir/Madam, Library fine needs to be cleared please advise",Library,3,Medium
3474,How to join student clubs at the university,Administration,16,Low
5884,"Hi, My scholarship amount has not been credited and fee deadline is near",Finance Office,59,High
55,Urgent I cannot download my hall ticket exam is tomorrow,Examination Cell,15,High
4996,Where can I find old question papers,Administration,46,Low
4085,"Respected sir, Where can I find old question papers",Administration,24,Low
2410,How do I reset my university portal password,IT Support,44,Medium
3254,"Respected sir, I am locked out of the portal and need to pay fee before deadline",Finance Office,60,High
2269,"Sir/Madam, My exam form submission is failing and the deadline is today",Examination Cell,37,High
4982,"Respected sir, Wifi has been down for three days and I have an online exam",Examination Cell,7,High
5034,"Hi, I need my admission confirmed urgently before the cutoff today",Admission Cell,1,High
1211,"Respected sir, How do I apply for an internship through placement cell",Placement Cell,25,Low
219,I want to know the scholarship application status,Finance Office,17,Medium
3137,"Hello, How to join student clubs at the university",Administration,14,Low
3920,My scholarship amount has not been credited and fee deadline is near,Finance Office,32,High
765,When will the exam timetable be released,Examination Cell,60,Medium
5931,"Hi, General query about elective subject options",Administration,15,Low
4035,"Respected sir, Emergency hostel issue water leakage in my room right now",Hostel Office,10,High
4751,"Hi, What are the library working hours",Library,60,Low
4518,How do I reset my university portal password,IT Support,55,Medium
1385,"Hi, I am locked out of the portal and need to pay fee before deadline",Finance Office,48,High
2657,"Sir/Madam, Wifi has been down for three days and I have an online exam",Examination Cell,46,High
4538,"Respected sir, How can I update my contact details in the portal",IT Support,49,Low
2778,"Sir/Madam, I am locked out of the portal and need to pay fee before deadline",Finance Office,45,High
5723,I need a bonafide certificate from the admission office,Admission Cell,45,Medium
1399,"Sir/Madam, Where can I find old question papers",Administration,8,Low
3286,Hostel room change request for next semester,Hostel Office,38,Medium
3503,"Respected sir, I want to know the scholarship application status",Finance Office,35,Medium
3900,"Respected sir, Wifi has been down for three days and I have an online exam",Examination Cell,53,High
2537,"Sir/Madam, Wifi has been down for three days and I have an online exam",Examination Cell,44,High
194,"Hello, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,57,High
1743,"Respected sir, When will the exam timetable be released",Examination Cell,7,Medium
984,"Respected sir, How can I update my contact details in the portal",IT Support,7,Low
4434,"Sir/Madam, What are the library working hours",Library,25,Low
1022,"Hi, When will the exam timetable be released",Examination Cell,29,Medium
4948,"Respected sir, I need my admission confirmed urgently before the cutoff today",Admission Cell,55,High
5141,"Hi, I need a bonafide certificate from the admission office",Admission Cell,59,Medium
5908,"Respected sir, How do I reset my university portal password",IT Support,60,Medium
2968,I want to know the scholarship application status,Finance Office,16,Medium
2319,"Hi, How can I update my contact details in the portal",IT Support,57,Low
450,"Hello, How do I apply for an internship through placement cell",Placement Cell,52,Low
4302,"Respected sir, I need a bonafide certificate from the admission office",Admission Cell,58,Medium
3580,"Hi, My fee receipt was not generated after payment",Finance Office,36,Medium
4105,I need my admission confirmed urgently before the cutoff today,Admission Cell,32,High
283,"Hello, My fee receipt was not generated after payment",Finance Office,55,Medium
4861,"Sir/Madam, Hostel room change request for next semester",Hostel Office,50,Medium
1640,"Respected sir, Wifi has been down for three days and I have an online exam",Examination Cell,25,High
5431,"Sir/Madam, How to join student clubs at the university",Administration,30,Low
3486,"Respected sir, How can I update my contact details in the portal",IT Support,23,Low
3102,"Hi, Hostel room change request for next semester",Hostel Office,6,Medium
1777,"Sir/Madam, What documents are needed for hostel allotment",Hostel Office,34,Low
3511,"Respected sir, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,26,High
2284,"Hi, Library fine needs to be cleared please advise",Library,36,Medium
5250,"Respected sir, My fee receipt was not generated after payment",Finance Office,55,Medium
1737,"Respected sir, Emergency hostel issue water leakage in my room right now",Hostel Office,11,High
2161,"Sir/Madam, When will the exam timetable be released",Examination Cell,31,Medium
4487,"Hello, Placement registration form is not opening properly",Placement Cell,30,Medium
5199,"Hi, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,13,High
945,"Sir/Madam, My exam form submission is failing and the deadline is today",Examination Cell,55,High
1893,"Respected sir, I need my admission confirmed urgently before the cutoff today",Admission Cell,8,High
682,"Respected sir, How do I reset my university portal password",IT Support,27,Medium
16,"Hello, How do I apply for an internship through placement cell",Placement Cell,6,Low
4199,"Hello, My fee receipt was not generated after payment",Finance Office,40,Medium
2626,How to join student clubs at the university,Administration,56,Low
3434,"Hi, I need my admission confirmed urgently before the cutoff today",Admission Cell,58,High
637,"Respected sir, What is the procedure for a transcript request",Administration,52,Low
2158,"Hello, I am locked out of the portal and need to pay fee before deadline",Finance Office,37,High
2513,"Respected sir, Library fine needs to be cleared please advise",Library,3,Medium
2398,"Hello, I need my admission confirmed urgently before the cutoff today",Admission Cell,39,High
5311,"Sir/Madam, I need a bonafide certificate from the admission office",Admission Cell,1,Medium
1569,"Respected sir, I need a bonafide certificate from the admission office",Admission Cell,10,Medium
5397,"Respected sir, How to join student clubs at the university",Administration,60,Low
1201,General query about elective subject options,Administration,49,Low
2933,"Sir/Madam, What are the library working hours",Library,11,Low
2677,Admit card has wrong details and exam is in two days,Examination Cell,38,High
3067,"Sir/Madam, Hostel room change request for next semester",Hostel Office,41,Medium
525,"Hello, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,26,High
3588,"Sir/Madam, Admit card has wrong details and exam is in two days",Examination Cell,50,High
4566,"Hi, Placement registration form is not opening properly",Placement Cell,16,Medium
5449,"Sir/Madam, Library fine needs to be cleared please advise",Library,46,Medium
5334,"Respected sir, How do I apply for an internship through placement cell",Placement Cell,26,Low
1664,"Hello, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,22,High
1849,"Hi, What is the procedure for a transcript request",Administration,9,Low
926,"Hello, My scholarship amount has not been credited and fee deadline is near",Finance Office,6,High
2995,"Hello, Placement registration form is not opening properly",Placement Cell,9,Medium
2712,"Hi, Library fine needs to be cleared please advise",Library,17,Medium
5234,"Sir/Madam, Where can I find old question papers",Administration,5,Low
1680,"Hello, I am locked out of the portal and need to pay fee before deadline",Finance Office,33,High
1989,Wifi has been down for three days and I have an online exam,Examination Cell,1,High
4407,"Respected sir, Urgent I cannot download my hall ticket exam is tomorrow",Examination Cell,1,High
4198,"Hi, Library fine needs to be cleared please advise",Library,14,Medium
4957,"Sir/Madam, Emergency hostel issue water leakage in my room right now",Hostel Office,24,High
3096,"Hello, How do I apply for an internship through placement cell",Placement Cell,13,Low
1511,"Hi, I need my admission confirmed urgently before the cutoff today",Admission Cell,7,High
3324,I want to know the scholarship application status,Finance Office,29,Medium
1504,"Respected sir, Admit card has wrong details and exam is in two days",Examination Cell,16,High
210,"Hi, My scholarship amount has not been credited and fee deadline is near",Finance Office,14,High
4015,"Hi, What documents are needed for hostel allotment",Hostel Office,14,Low
3659,Wifi has been down for three days and I have an online exam,Examination Cell,47,High
1691,When will the exam timetable be released,Examination Cell,10,Medium
4227,"Hi, Placement registration form is not opening properly",Placement Cell,58,Medium
5448,"Hi, How can I update my contact details in the portal",IT Support,27,Low
432,"Respected sir, My fee receipt was not generated after payment",Finance Office,44,Medium
2632,"Hi, How do I apply for an internship through placement cell",Placement Cell,28,Low
1909,Emergency hostel issue water leakage in my room right now,Hostel Office,27,High
2060,"Hello, I need a bonafide certificate from the admission office",Admission Cell,49,Medium
1107,I need my admission confirmed urgently before the cutoff today,Admission Cell,9,High
2499,"Hi, What documents are needed for hostel allotment",Hostel Office,55,Low
4098,"Sir/Madam, How do I reset my university portal password",IT Support,52,Medium
4447,"Hi, I need a bonafide certificate from the admission office",Admission Cell,1,Medium
5764,"Sir/Madam, When will the exam timetable be released",Examination Cell,58,Medium
4300,"Sir/Madam, What are the library working hours",Library,49,Low
2326,"Respected sir, Placement registration form is not opening properly",Placement Cell,8,Medium
1335,"Sir/Madam, What are the library working hours",Library,9,Low
4833,"Respected sir, Library fine needs to be cleared please advise",Library,8,Medium
474,"Hello, My scholarship amount has not been credited and fee deadline is near",Finance Office,28,High
269,"Respected sir, When will the exam timetable be released",Examination Cell,18,Medium
3108,"Hi, I want to know the scholarship application status",Finance Office,20,Medium
2147,"Hello, Hostel room change request for next semester",Hostel Office,6,Medium
